Gene_stable_ID	GC_content	NCBI_gene_ID	HGNC_symbol	HGNC_ID
ENSG00000158525	50.60	93979	CPA5	HGNC:15722
ENSG00000251857	51.69		RNA5SP362	HGNC:43262
ENSG00000139233	39.71	84298	LLPH	HGNC:28229
ENSG00000286313	34.82			
ENSG00000288054	36.89			
ENSG00000237596	39.34	644135		
ENSG00000228144	40.04			
ENSG00000263783	31.48	100847069	MIR5590	HGNC:43541
ENSG00000239335	44.42	103625681	LLPH-DT	HGNC:50493
ENSG00000082258	37.48	905	CCNT2	HGNC:1600
ENSG00000155957	38.11	51643	TMBIM4	HGNC:24257
ENSG00000213111	55.09		COX5BP2	HGNC:2271
ENSG00000277973	57.44			
ENSG00000146410	39.81	113115	MTFR2	HGNC:21115
ENSG00000248607	56.74			
ENSG00000250012	41.13			
ENSG00000285868	42.82			
ENSG00000144908	47.42	10840	ALDH1L1	HGNC:3978
ENSG00000172568	45.47	408263	FNDC9	HGNC:33547
ENSG00000251405	44.39			
ENSG00000248544	43.57			
ENSG00000240470	51.36		RN7SL346P	HGNC:46362
ENSG00000135074	44.66	8728	ADAM19	HGNC:197
ENSG00000225193	47.47		RPS12P26	HGNC:36320
ENSG00000185043	56.35	10519	CIB1	HGNC:16920
ENSG00000029363	35.59	9774	BCLAF1	HGNC:16863
ENSG00000227466	35.38	101927139	PDE4B-AS1	HGNC:40437
ENSG00000176601	41.95	80122	MAP3K19	HGNC:26249
ENSG00000223152	37.21		RNU4-88P	HGNC:47024
ENSG00000269420	49.59	106144526	PLA2G4C-AS1	HGNC:51585
ENSG00000118473	37.74	84251	SGIP1	HGNC:25412
ENSG00000105486	51.48	3978	LIG1	HGNC:6598
ENSG00000183208	49.09	390637	GDPGP1	HGNC:34360
ENSG00000284626	48.98			
ENSG00000091704	56.16	1357	CPA1	HGNC:2296
ENSG00000213471	49.87	440307	TTLL13P	HGNC:32484
ENSG00000249193	41.40		HSPD1P5	HGNC:5266
ENSG00000250406	37.93			
ENSG00000251452	57.52			
ENSG00000222594	48.20		RN7SKP235	HGNC:45959
ENSG00000164163	34.74	6059	ABCE1	HGNC:69
ENSG00000175582	41.40	5870	RAB6A	HGNC:9786
ENSG00000261147	48.76			
ENSG00000090376	39.98	11213	IRAK3	HGNC:17020
ENSG00000182768	46.83	51335	NGRN	HGNC:18077
ENSG00000106477	39.96	95681	CEP41	HGNC:12370
ENSG00000275674	43.75			
ENSG00000228998	59.86			
ENSG00000270322	48.91			
ENSG00000275345	39.71			
ENSG00000271396	44.73			
ENSG00000214433	57.87		GOLGA2P8	HGNC:49922
ENSG00000253155	42.30			
ENSG00000225422	47.15		RBMS1P1	HGNC:9908
ENSG00000275803	50.93		RN7SL736P	HGNC:46752
ENSG00000260682	55.66		RN7SKP176	HGNC:45900
ENSG00000279980	49.00	23766		
ENSG00000276519	37.42			
ENSG00000284011	35.53	102465249	MIR6502	HGNC:50062
ENSG00000172548	47.53	348938	NIPAL4	HGNC:28018
ENSG00000256072	37.50			
ENSG00000238244	47.46		GABARAPL3	HGNC:4069
ENSG00000184860	44.27	93517	SDR42E1	HGNC:29834
ENSG00000256777	44.38		PDCL3P7	HGNC:44508
ENSG00000222744	52.79		RN7SKP166	HGNC:45890
ENSG00000196391	45.42	342132	ZNF774	HGNC:33108
ENSG00000127311	39.18	92797	HELB	HGNC:17196
ENSG00000264720	46.15	100422871	MIR3117	HGNC:38385
ENSG00000248458	38.22			
ENSG00000152760	37.26	200132	TCTEX1D1	HGNC:26882
ENSG00000279685	55.44	100130148	MAPT-IT1	HGNC:43741
ENSG00000086696	42.39	3294	HSD17B2	HGNC:5211
ENSG00000262881	48.94			
ENSG00000274883	54.32			
ENSG00000256762	56.18	246744	STH	HGNC:18839
ENSG00000253519	42.52			
ENSG00000252068	38.83		RNU6-390P	HGNC:47353
ENSG00000254336	47.37			
ENSG00000120071	40.92	284058	KANSL1	HGNC:24565
ENSG00000259262	57.60		NDUFA3P4	HGNC:45053
ENSG00000039600	40.71	11063	SOX30	HGNC:30635
ENSG00000172410	37.34	10022	INSL5	HGNC:6088
ENSG00000140575	40.76	8826	IQGAP1	HGNC:6110
ENSG00000152763	36.43	79819	DNAI4	HGNC:26252
ENSG00000261235	41.47			
ENSG00000260161	41.08		MTCYBP28	HGNC:51994
ENSG00000135698	40.61	10200	MPHOSPH6	HGNC:7214
ENSG00000155974	38.59	23426	GRIP1	HGNC:18708
ENSG00000187658	48.40	100190949	C5orf52	HGNC:35121
ENSG00000253798	48.52			
ENSG00000113272	42.92	54974	THG1L	HGNC:26053
ENSG00000269534	50.46			
ENSG00000269321	45.62			
ENSG00000185453	50.04	374920	ZSWIM9	HGNC:34495
ENSG00000255928	43.06			
ENSG00000115839	37.96	22930	RAB3GAP1	HGNC:17063
ENSG00000261029	41.90			
ENSG00000256034	68.11			
ENSG00000251888	47.90		RN7SKP190	HGNC:45914
ENSG00000259873	44.95			
ENSG00000261285	42.44			
ENSG00000175581	43.34	51642	MRPL48	HGNC:16653
ENSG00000155858	43.29	134353	LSM11	HGNC:30860
ENSG00000140945	42.22	1012	CDH13	HGNC:1753
ENSG00000105483	44.39	22900	CARD8	HGNC:17057
ENSG00000253630	34.31			
ENSG00000164164	37.60	54726	OTUD4	HGNC:24949
ENSG00000113282	37.76	9685	CLINT1	HGNC:23186
ENSG00000231080	30.49			
ENSG00000250218	57.92	100874204	ALDH1L1-AS1	HGNC:40244
ENSG00000198160	36.15	57708	MIER1	HGNC:29657
ENSG00000272020	49.08		RNU1-30P	HGNC:48372
ENSG00000246022	44.66	100862662	ALDH1L1-AS2	HGNC:42446
ENSG00000287232	39.14			
ENSG00000250934	44.24			
ENSG00000251448	45.89			
ENSG00000287440	49.32	105374088		
ENSG00000163884	57.78	28999	KLF15	HGNC:14536
ENSG00000249833	51.81	100506907	CCDC37-DT	HGNC:49641
ENSG00000163885	50.89	348807	CFAP100	HGNC:26842
ENSG00000277387	52.81	102465863	MIR8058	HGNC:50018
ENSG00000280044	39.82			
ENSG00000260862	42.18	101928446		
ENSG00000286528	39.84			
ENSG00000263360	54.79		RN7SL134P	HGNC:46150
ENSG00000260832	42.57	101928417		
ENSG00000261410	44.06			
ENSG00000206819	42.06		RNU6-260P	HGNC:47223
ENSG00000244331	55.23			
ENSG00000263785	53.97	100422853	MIR3182	HGNC:38317
ENSG00000261103	44.38			
ENSG00000222626	39.79		RNU2-48P	HGNC:48541
ENSG00000253743	50.12		MARK2P11	HGNC:39802
ENSG00000288554	45.17			
ENSG00000199975	51.46		RN7SKP243	HGNC:45967
ENSG00000256681	45.22		CCDC58P5	HGNC:45028
ENSG00000213414	59.83			
ENSG00000260788	42.94			
ENSG00000253422	41.59			
ENSG00000253792	48.72			
ENSG00000181924	46.64	51287	COA4	HGNC:24604
ENSG00000253673	42.48			
ENSG00000254047	49.63			
ENSG00000253449	39.75			
ENSG00000253424	36.70			
ENSG00000253134	40.28			
ENSG00000276778	38.58	101927697	LINC02227	HGNC:53096
ENSG00000259914	38.32			
ENSG00000260228	43.58	102724163		
ENSG00000254350	41.64			
ENSG00000272085	45.79			
ENSG00000279328	58.34			
ENSG00000254135	40.85			
ENSG00000070476	48.66	79364	ZXDC	HGNC:28160
ENSG00000175575	42.99	80227	PAAF1	HGNC:25687
ENSG00000230989	44.70	3281	HSBP1	HGNC:5203
ENSG00000164330	39.97	1879	EBF1	HGNC:3126
ENSG00000208308	32.03	109616967	SNORA40B	HGNC:52204
ENSG00000121988	38.97	84083	ZRANB3	HGNC:25249
ENSG00000238713	43.36			
ENSG00000240992	46.19		RPS23P4	HGNC:36633
ENSG00000272727	37.94	105377466	LINC02266	HGNC:53180
ENSG00000259920	41.04			
ENSG00000272701	49.36		MESTIT1	HGNC:17991
ENSG00000103150	52.83	23417	MLYCD	HGNC:7150
ENSG00000251333	50.21		RTN3P1	HGNC:19212
ENSG00000278943	41.09			
ENSG00000286420	39.54			
ENSG00000248745	42.50		NMNAT1P4	HGNC:49166
ENSG00000170365	38.35	4086	SMAD1	HGNC:6767
ENSG00000159650	54.34	131669	UROC1	HGNC:26444
ENSG00000106484	44.95	4232	MEST	HGNC:7028
ENSG00000260932	58.75			
ENSG00000259177	44.42			
ENSG00000140961	55.70	29948	OSGIN1	HGNC:30093
ENSG00000140577	44.02	64784	CRTC3	HGNC:26148
ENSG00000216519	50.00			
ENSG00000260418	52.67			
ENSG00000262372	42.14			
ENSG00000135525	39.29	9053	MAP7	HGNC:6869
ENSG00000214401	45.58	644246	KANSL1-AS1	HGNC:43740
ENSG00000214401	45.58	107984142	KANSL1-AS1	HGNC:43740
ENSG00000238723	40.20			
ENSG00000262500	60.81		MAPK8IP1P1	HGNC:6885
ENSG00000262539	66.10			
ENSG00000261575	52.83			
ENSG00000253811	37.61			
ENSG00000253456	44.33			
ENSG00000228696	43.65	51326	ARL17B	HGNC:32387
ENSG00000228696	43.65	100506084	ARL17B	HGNC:32387
ENSG00000228696	43.65	100996709	ARL17B	HGNC:32387
ENSG00000245812	44.54	101927740	LINC02202	HGNC:53068
ENSG00000256285	38.60		OSBPL9P5	HGNC:48735
ENSG00000256420	39.00		OSBPL9P4	HGNC:48734
ENSG00000257083	38.18			
ENSG00000279204	45.22			
ENSG00000103154	53.25	54550	NECAB2	HGNC:23746
ENSG00000145860	36.97	153830	RNF145	HGNC:20853
ENSG00000250582	37.26	101927659	SMAD1-AS2	HGNC:49381
ENSG00000250902	36.82		SMAD1-AS1	HGNC:49379
ENSG00000279310	37.93			
ENSG00000255976	35.84		RAB11AP2	HGNC:45189
ENSG00000237766	45.42		GGTA2P	HGNC:4254
ENSG00000180767	54.54	166012	CHST13	HGNC:21755
ENSG00000151611	38.78	166785	MMAA	HGNC:18871
ENSG00000111530	36.87	55832	CAND1	HGNC:30688
ENSG00000166558	52.87	146167	SLC38A8	HGNC:32434
ENSG00000180697	54.22	152065	C3orf22	HGNC:28534
ENSG00000199350	51.72		RNA5SP432	HGNC:43332
ENSG00000285792	56.93			
ENSG00000140943	45.15	8720	MBTPS1	HGNC:15456
ENSG00000176681	42.28	9884	LRRC37A	HGNC:29069
ENSG00000235651	47.42		G3BP1P1	HGNC:54590
ENSG00000201968	45.61		RNA5SP138	HGNC:43038
ENSG00000197763	40.49	114112	TXNRD3	HGNC:20667
ENSG00000048991	37.98	23518	R3HDM1	HGNC:9757
ENSG00000259212	48.52			
ENSG00000259314	45.16			
ENSG00000259736	46.76	101926895	CRTC3-AS1	HGNC:51433
ENSG00000285560	48.48			
ENSG00000116704	37.86	23169	SLC35D1	HGNC:20800
ENSG00000259746	41.42		HSPE1P3	HGNC:49322
ENSG00000278370	44.40			
ENSG00000245479	45.85	101929765	LINC01585	HGNC:51432
ENSG00000249245	45.44		NCOA4P3	HGNC:52404
ENSG00000248356	40.68			
ENSG00000237136	41.96	646603	C4orf51	HGNC:37264
ENSG00000197299	40.73	641	BLM	HGNC:1058
ENSG00000151612	41.54	152485	ZNF827	HGNC:27193
ENSG00000203963	39.43	400757	C1orf141	HGNC:32044
ENSG00000286563	37.32			
ENSG00000256037	50.99		MRPL40P1	HGNC:44532
ENSG00000256355	38.04		NTAN1P3	HGNC:45263
ENSG00000256172	44.75	102724433	LINC02420	HGNC:53350
ENSG00000203585	40.79	100507175	LINC02408	HGNC:53337
ENSG00000256077	39.86		LINC02442	HGNC:53374
ENSG00000127334	43.53	8445	DYRK2	HGNC:3093
ENSG00000265411	52.67		RN7SL656P	HGNC:46672
ENSG00000260075	38.29		NSFP1	HGNC:31405
ENSG00000252433	40.00			
ENSG00000235872	37.28			
ENSG00000275678	38.52			
ENSG00000255970	42.02	101927901	LINC02421	HGNC:53351
ENSG00000253256	41.03			
ENSG00000162594	39.96	149233	IL23R	HGNC:19100
ENSG00000279505	45.30			
ENSG00000253315	40.65	105377682	LINC01932	HGNC:52755
ENSG00000255772	38.94	101927922	LINC01479	HGNC:51123
ENSG00000252458	44.96			
ENSG00000164332	36.00	134510	UBLCP1	HGNC:28110
ENSG00000248557	40.00			
ENSG00000274677	52.12			
ENSG00000256835	45.91			
ENSG00000266497	42.60		RDM1P2	HGNC:53918
ENSG00000198284	51.10	255330	NUP210P1	HGNC:27399
ENSG00000260018	65.64			
ENSG00000255733	38.65	100885789	IFNG-AS1	HGNC:43910
ENSG00000260410	51.16			
ENSG00000238083	42.64	474170	LRRC37A2	HGNC:32404
ENSG00000103160	45.07	83693	HSDL1	HGNC:16475
ENSG00000244432	43.87		RPL39P28	HGNC:35619
ENSG00000236946	46.55		HNRNPA1P70	HGNC:48800
ENSG00000256708	45.04			
ENSG00000248850	61.63			
ENSG00000111537	35.99	3458	IFNG	HGNC:5438
ENSG00000159685	46.24	84303	CHCHD6	HGNC:28184
ENSG00000185829	43.34	51326	ARL17A	HGNC:24096
ENSG00000249738	41.56	285626		
ENSG00000253074	42.31		RNU6-586P	HGNC:47549
ENSG00000252116	40.48		RNU4ATAC4P	HGNC:46890
ENSG00000228523	40.38		DNAJB6P4	HGNC:54757
ENSG00000081985	41.73	3595	IL12RB2	HGNC:5972
ENSG00000113302	41.83	3593	IL12B	HGNC:5970
ENSG00000154099	47.35	123872	DNAAF1	HGNC:30539
ENSG00000265315	52.67		RN7SL199P	HGNC:46215
ENSG00000232300	50.15		FAM215B	HGNC:43639
ENSG00000249558	53.65		RCC2P4	HGNC:42380
ENSG00000111536	36.28	55801	IL26	HGNC:17119
ENSG00000073969	38.62	4905	NSF	HGNC:8016
ENSG00000280053	46.31			
ENSG00000114554	61.75	5361	PLXNA1	HGNC:9099
ENSG00000221601	46.83		RNU4ATAC2P	HGNC:39003
ENSG00000253298	44.10	285627	LINC01845	HGNC:27747
ENSG00000127318	39.88	50616	IL22	HGNC:14900
ENSG00000283413	41.52			
ENSG00000253311	42.41	101927766	LINC01847	HGNC:52662
ENSG00000280353	48.08			
ENSG00000268583	42.20			
ENSG00000170214	43.93	147	ADRA1B	HGNC:278
ENSG00000268001	38.30	100505812	CARD8-AS1	HGNC:51408
ENSG00000268186	47.01		ZNF114-AS1	HGNC:53930
ENSG00000248626	51.79		GAPDHP40	HGNC:37797
ENSG00000178150	49.13	163071	ZNF114	HGNC:12894
ENSG00000199398	45.10			
ENSG00000113312	41.36	7265	TTC1	HGNC:12391
ENSG00000220660	46.16			
ENSG00000103168	59.13	9013	TAF1C	HGNC:11534
ENSG00000216613	47.15			
ENSG00000105479	52.43	93233	CCDC114	HGNC:26560
ENSG00000218424	38.41		NDUFS5P1	HGNC:44039
ENSG00000271765	40.53		RN7SKP299	HGNC:46023
ENSG00000272189	44.51			
ENSG00000111554	38.66	56890	MDM1	HGNC:29917
ENSG00000256898	42.48		ARPC3P4	HGNC:39434
ENSG00000197442	39.89	4217	MAP3K5	HGNC:6857
ENSG00000187726	50.70	374407	DNAJB13	HGNC:30718
ENSG00000287784	46.94			
ENSG00000214324	53.10	285311	C3orf56	HGNC:32481
ENSG00000279481	39.25			
ENSG00000251687	46.23			
ENSG00000201314	40.71			
ENSG00000212556	44.12			
ENSG00000243016	60.47			
ENSG00000260303	43.50			
ENSG00000201288	36.45		RNU6-1047P	HGNC:48010
ENSG00000286919	46.37			
ENSG00000248809	39.30	100505545	LINC01095	HGNC:49220
ENSG00000239620	48.80	100419008	PRR20G	HGNC:53837
ENSG00000244215	47.63	101927123	LINC02016	HGNC:52851
ENSG00000223908	44.44			
ENSG00000170234	42.32	114825	PWWP2A	HGNC:29406
ENSG00000239921	45.61	101927149	LINC01471	HGNC:51106
ENSG00000164167	39.70	11157	LSM6	HGNC:17017
ENSG00000255847	52.50			
ENSG00000175567	52.37	7351	UCP2	HGNC:12518
ENSG00000213326	47.78		RPS7P11	HGNC:35841
ENSG00000170231	48.54	2172	FABP6	HGNC:3561
ENSG00000142227	52.78	2014	EMP3	HGNC:3335
ENSG00000108379	53.82	7473	WNT3	HGNC:12782
ENSG00000108379	53.82	101929777	WNT3	HGNC:12782
ENSG00000234263	40.01	101928461	MAP3K5-AS1	HGNC:40358
ENSG00000212242	46.90		RNA5SP219	HGNC:43119
ENSG00000286646	43.47			
ENSG00000279845	28.76			
ENSG00000250673	43.35	345051	REELD1	HGNC:53638
ENSG00000112357	38.37	5191	PEX7	HGNC:8860
ENSG00000158955	51.24	7484	WNT9B	HGNC:12779
ENSG00000280250	40.43			
ENSG00000251010	49.41			
ENSG00000247699	50.96		FABP6-AS1	HGNC:40226
ENSG00000120519	36.95	84068	SLC10A7	HGNC:23088
ENSG00000253772	48.93			
ENSG00000142864	38.87	26135	SERBP1	HGNC:17860
ENSG00000135083	46.72	79616	CCNJL	HGNC:25876
ENSG00000262031	50.71		LINC01974	HGNC:52801
ENSG00000261886	42.81			
ENSG00000210709	47.62		RNU6ATAC3P	HGNC:34093
ENSG00000161558	51.71	55260	TMEM143	HGNC:25603
ENSG00000251301	41.72		LINC02384	HGNC:53308
ENSG00000108433	47.31	9570	GOSR2	HGNC:4431
ENSG00000256273	42.28			
ENSG00000273824	43.64			
ENSG00000256075	41.31			
ENSG00000256917	58.76			
ENSG00000240087	51.69		RPSAP12	HGNC:6504
ENSG00000240562	54.25			
ENSG00000274459	52.33			
ENSG00000282975	48.33		LINC02034	HGNC:52868
ENSG00000201807	41.79			
ENSG00000254373	42.04			
ENSG00000213109	46.34			
ENSG00000163870	54.83	131601	TPRA1	HGNC:30413
ENSG00000270612	39.71			
ENSG00000182747	57.50	340146	SLC35D3	HGNC:15621
ENSG00000145861	46.95	114898	C1QTNF2	HGNC:14325
ENSG00000127314	38.94	5908	RAP1B	HGNC:9857
ENSG00000207247	43.14			
ENSG00000230350	46.88		RPL35AP3	HGNC:21117
ENSG00000225391	40.76	100294720		
ENSG00000235399	38.82			
ENSG00000201308	37.86		RNU6-512P	HGNC:47475
ENSG00000278438	36.79	102465837	MIR7849	HGNC:50166
ENSG00000207182	48.47		RNU1-44P	HGNC:48386
ENSG00000207654	50.00	406915	MIR128-1	HGNC:31510
ENSG00000221886	39.83	63920	ZBED8	HGNC:30804
ENSG00000151615	49.39	5458	POU4F2	HGNC:9219
ENSG00000144224	39.75	23190	UBXN4	HGNC:14860
ENSG00000287425	47.49			
ENSG00000016402	41.20	53832	IL20RA	HGNC:6003
ENSG00000256189	49.67			
ENSG00000256723	37.29			
ENSG00000105467	54.85	23546	SYNGR4	HGNC:11502
ENSG00000164609	36.94	10569	SLU7	HGNC:16939
ENSG00000175564	52.41	7352	UCP3	HGNC:12519
ENSG00000137473	36.50	83894	TTC29	HGNC:29936
ENSG00000105438	53.36	10945	KDELR1	HGNC:6304
ENSG00000223263	34.29		RNU6-387P	HGNC:47350
ENSG00000235200	44.23		LINC01702	HGNC:52490
ENSG00000115850	47.21	3938	LCT	HGNC:6530
ENSG00000105464	52.92	2906	GRIN2D	HGNC:4588
ENSG00000207504	38.32		RNU6-1031P	HGNC:47994
ENSG00000238139	54.01			
ENSG00000242482	46.15		RN7SL392P	HGNC:46408
ENSG00000232048	47.38		HNRNPCP9	HGNC:48820
ENSG00000116717	52.65	1647	GADD45A	HGNC:4095
ENSG00000164485	41.63	116379	IL22RA2	HGNC:14901
ENSG00000168014	40.35	26005	C2CD3	HGNC:24564
ENSG00000105447	55.81	83743	GRWD1	HGNC:21270
ENSG00000248764	36.92			
ENSG00000248346	38.49			
ENSG00000260090	35.82			
ENSG00000200664	44.14			
ENSG00000226806	45.63	100507600	LCT-AS1	HGNC:40337
ENSG00000279376	39.62			
ENSG00000286371	39.21			
ENSG00000076003	40.29	4175	MCM6	HGNC:6949
ENSG00000221369	29.21	100313938	MIR548G	HGNC:35326
ENSG00000172380	41.55	55970	GNG12	HGNC:19663
ENSG00000241281	44.71			
ENSG00000249004	50.50		PRMT5P1	HGNC:32524
ENSG00000151617	38.78	1909	EDNRA	HGNC:3179
ENSG00000238778	40.98		RNU7-80P	HGNC:34176
ENSG00000232284	40.28	100289178	GNG12-AS1	HGNC:43938
ENSG00000027697	38.80	3459	IFNGR1	HGNC:5439
ENSG00000200677	40.00			
ENSG00000164611	39.32	9232	PTTG1	HGNC:9690
ENSG00000287061	46.65			
ENSG00000259704	49.91	105370969		
ENSG00000241869	50.92		RN7SL363P	HGNC:46379
ENSG00000235055	54.20			
ENSG00000140955	58.60	161931	ADAD2	HGNC:30714
ENSG00000162595	43.82	9077	DIRAS3	HGNC:687
ENSG00000182324	52.28	3770	KCNJ14	HGNC:6260
ENSG00000140564	58.50	5045	FURIN	HGNC:8568
ENSG00000228431	35.49		ARL5AP3	HGNC:43935
ENSG00000268530	54.14			
ENSG00000116729	41.57	79971	WLS	HGNC:30238
ENSG00000214070	55.86		MANEALP1	HGNC:54641
ENSG00000268465	55.97			
ENSG00000115866	36.99	1615	DARS1	HGNC:2678
ENSG00000105443	58.18	9266	CYTH2	HGNC:9502
ENSG00000250685	59.14	654780		
ENSG00000280219	37.65			
ENSG00000251254	38.52		GTF2F2P1	HGNC:4654
ENSG00000168418	51.70	93107	KCNG4	HGNC:19697
ENSG00000251688	40.41		LINC02507	HGNC:53496
ENSG00000177468	54.64	167826	OLIG3	HGNC:18003
ENSG00000213108	39.92		BTF3L4P3	HGNC:39647
ENSG00000260858	44.43			
ENSG00000230533	40.32			
ENSG00000251298	38.59			
ENSG00000201361	52.63		RNA5SP433	HGNC:43333
ENSG00000103175	49.84	58189	WFDC1	HGNC:15466
ENSG00000164168	38.71	55751	TMEM184C	HGNC:25587
ENSG00000283265	42.19			
ENSG00000220412	44.52			
ENSG00000234956	40.98	100507406	LINC02539	HGNC:53572
ENSG00000142235	58.49	114783	LMTK3	HGNC:19295
ENSG00000207300	38.94			
ENSG00000237499	41.13	100130476	WAKMAR2	HGNC:53754
ENSG00000260530	51.55			
ENSG00000260504	49.36			
ENSG00000277269	41.43			
ENSG00000064270	48.83	9914	ATP2C2	HGNC:29103
ENSG00000278055	40.43			
ENSG00000274500	43.43			
ENSG00000282860	39.70			
ENSG00000164169	39.64	90826	PRMT9	HGNC:25099
ENSG00000253522	42.44	107075116	MIR3142HG	HGNC:51944
ENSG00000270823	38.88			
ENSG00000275067	71.21	102466199	MIR6825	HGNC:50208
ENSG00000276083	33.33	102465857	MIR7976	HGNC:50092
ENSG00000199043	38.30	442904	MIR335	HGNC:31773
ENSG00000158623	40.91	26958	COPG2	HGNC:2237
ENSG00000118503	43.95	7128	TNFAIP3	HGNC:11896
ENSG00000073111	50.56	4171	MCM2	HGNC:6944
ENSG00000265237	45.12	100422938	MIR3142	HGNC:38297
ENSG00000283733	45.45	406938	MIR146A	HGNC:31533
ENSG00000118322	40.19	23120	ATP10B	HGNC:13543
ENSG00000234383	55.86		CTBP2P8	HGNC:45200
ENSG00000221203	35.48	100302279	MIR1262	HGNC:35328
ENSG00000229133	46.22		RPS7P4	HGNC:36000
ENSG00000225242	49.36		COX6B1P7	HGNC:37677
ENSG00000237622	40.65		ELOCP18	HGNC:38154
ENSG00000229440	41.47			
ENSG00000116745	38.81	6121	RPE65	HGNC:10294
ENSG00000287603	51.37			
ENSG00000088002	51.71	6820	SULT2B1	HGNC:11459
ENSG00000231890	42.51		DARS1-AS1	HGNC:40170
ENSG00000024526	34.94	55635	DEPDC1	HGNC:22949
ENSG00000071205	40.94	79658	ARHGAP10	HGNC:26099
ENSG00000105523	56.53	54854	FAM83E	HGNC:25972
ENSG00000177202	60.12	171169	SPACA4	HGNC:16441
ENSG00000182511	59.18	2242	FES	HGNC:3657
ENSG00000256098	39.90			
ENSG00000214517	38.61	51400	PPME1	HGNC:30178
ENSG00000063177	55.98	6141	RPL18	HGNC:10310
ENSG00000237262	41.96			
ENSG00000253687	43.69			
ENSG00000121966	52.01	7852	CXCR4	HGNC:2561
ENSG00000254391	39.70			
ENSG00000253417	50.74	285629	LINC02159	HGNC:27749
ENSG00000227347	45.11		HNRNPKP2	HGNC:42375
ENSG00000145864	35.96	2561	GABRB2	HGNC:4082
ENSG00000279024	39.67			
ENSG00000230037	53.70		UBBP1	HGNC:12464
ENSG00000251976	44.97		RN7SKP141	HGNC:45865
ENSG00000229568	41.16		SMC4P1	HGNC:51919
ENSG00000144229	37.67	80731	THSD7B	HGNC:29348
ENSG00000270953	40.77			
ENSG00000286214	44.36			
ENSG00000233589	35.41			
ENSG00000234264	36.39	101927220	DEPDC1-AS1	HGNC:50592
ENSG00000212425	38.94		RNA5SP105	HGNC:42903
ENSG00000225167	36.95		TXNP2	HGNC:49482
ENSG00000222394	42.20			
ENSG00000285041	37.98			
ENSG00000150540	36.83	3176	HNMT	HGNC:5028
ENSG00000285600	47.04			
ENSG00000285407	38.12			
ENSG00000239021	47.90		RNA5SP246	HGNC:43146
ENSG00000114631	48.63	50512	PODXL2	HGNC:17936
ENSG00000226045	55.14			
ENSG00000285473	37.37			
ENSG00000213265	42.84	114960	TSGA13	HGNC:12369
ENSG00000223883	37.10	105378785	LINC01707	HGNC:52495
ENSG00000262633	45.82			
ENSG00000261286	51.76	105371374	ATP2C2-AS1	HGNC:53167
ENSG00000235446	37.22		LINC02791	HGNC:54315
ENSG00000229639	33.41	105378788	LINC01758	HGNC:52547
ENSG00000140950	49.63	57707	MEAK7	HGNC:29325
ENSG00000287453	34.85			
ENSG00000264999	46.43	100847067	MIR5089	HGNC:43536
ENSG00000114626	60.37	80325	ABTB1	HGNC:18275
ENSG00000268093	50.50			
ENSG00000179673	68.40	388394	RPRML	HGNC:32422
ENSG00000033122	35.38	57554	LRRC7	HGNC:18531
ENSG00000284736	52.34		RNA5SP343	HGNC:43243
ENSG00000280269	38.04			
ENSG00000263142	44.54		LRRC37A17P	HGNC:48365
ENSG00000149380	42.30	283208	P4HA3	HGNC:30135
ENSG00000063176	56.78	56848	SPHK2	HGNC:18859
ENSG00000252951	49.57		RNA5SP165	HGNC:43065
ENSG00000264274	43.24	100616246	MIR4799	HGNC:41584
ENSG00000240014	55.28		RN7SL254P	HGNC:46270
ENSG00000270387	43.71			
ENSG00000287547	54.23			
ENSG00000262879	43.61			
ENSG00000151623	38.42	4306	NR3C2	HGNC:7979
ENSG00000266265	56.14	136259	KLF14	HGNC:23025
ENSG00000271522	41.79			
ENSG00000285106	41.71			
ENSG00000224231	38.63		LINC01832	HGNC:52638
ENSG00000233045	51.02		RPL15P5	HGNC:35746
ENSG00000229858	31.53			
ENSG00000234645	43.40		YWHAEP5	HGNC:49439
ENSG00000145863	36.14	2559	GABRA6	HGNC:4080
ENSG00000240680	49.19		H4P1	HGNC:54447
ENSG00000237939	36.66		IDI1P1	HGNC:54666
ENSG00000232915	43.97		RNF14P1	HGNC:54669
ENSG00000232716	50.65			
ENSG00000228043	38.27			
ENSG00000261243	49.92			
ENSG00000230569	40.13			
ENSG00000103187	50.24	23406	COTL1	HGNC:18304
ENSG00000287393	36.83			
ENSG00000144228	36.70	339745	SPOPL	HGNC:27934
ENSG00000226004	42.03	105378020	LINC02528	HGNC:53554
ENSG00000229922	40.75		LINC02865	HGNC:54516
ENSG00000233559	43.42		LINC00513	HGNC:43566
ENSG00000219463	49.89		RPSAP42	HGNC:36265
ENSG00000112378	39.25	64065	PERP	HGNC:17637
ENSG00000284032	32.81	407021	MIR29A	HGNC:31616
ENSG00000226380	45.07			
ENSG00000112379	41.61	57221	ARFGEF3	HGNC:21213
ENSG00000261471	52.01			
ENSG00000135686	51.32	79786	KLHL36	HGNC:17844
ENSG00000283797	39.51	407024	MIR29B1	HGNC:31619
ENSG00000271204	39.14			
ENSG00000273319	39.96			
ENSG00000253403	33.37			
ENSG00000231721	41.59	378805	LINC-PINT	HGNC:26885
ENSG00000241772	32.74			
ENSG00000118990	48.29		GLRXP3	HGNC:34049
ENSG00000260059	37.92			
ENSG00000237772	42.25		LINC02631	HGNC:54112
ENSG00000022355	34.99	2554	GABRA1	HGNC:4075
